Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential
Samuel Gigot,1993-10-12,SerieA,Lazio,Right,France,Center Backs,683,0.26,0.0,0.26,0.26,0.0,0.0,0.26,0.0,0.17,0.17,0.0,0.17,0.92,1.58,0.66,0.53,0.4,75.0,0.5,0.67,8.5,0.0,0.33,0.09,0.09,37.82,41.11,92.0,637.51,162.74,15.68,16.6,94.4,20.03,20.95,95.6,1.45,2.37,61.1,0.01,0.0,1.71,0.0,0.0,38.87,2.24,1.58,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.26,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.53,0.4,0.13,0.4,0.0,0.0,0.13,0.0,0.13,1.05,0.79,1.71,2.24,4.74,0.0,51.52,7.12,24.51,24.38,2.9,1.05,51.52,0.26,0.13,50.0,0.13,50.0,27.01,112.14,61.54,0.4,0.0,0.53,0.13,34.0,0.0,1.05,1.19,0.13,0.0,0.13,0.0,1.98,2.37,0.66,78.3,1770,32.0,69.50904322540751,69.50904322540751
Nicolò Casale,1998-02-14,SerieA,Bologna,Right,Italy,Center Backs,1035,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.04,0.04,0.04,0.09,0.26,3.04,0.17,0.43,0.17,40.0,0.0,0.0,10.1,0.0,0.1,-0.04,-0.04,47.65,54.09,88.1,942.87,312.87,14.43,16.35,88.3,28.43,30.52,93.2,4.52,5.74,78.8,0.04,0.26,2.96,0.17,0.0,51.74,2.26,1.74,0.26,0.35,0.0,0.17,0.0,0.0,0.0,0.0,0.09,0.61,1.04,0.87,0.0,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.39,0.7,0.7,0.61,0.09,0.43,0.87,50.0,0.43,1.65,0.87,1.57,2.96,3.91,0.26,64.26,6.17,29.13,33.91,1.91,0.96,64.26,0.26,0.26,100.0,0.0,0.0,35.74,166.96,77.04,0.17,0.09,0.87,0.09,39.3,0.0,2.17,0.7,0.0,0.0,0.0,0.09,3.83,3.3,2.0,62.3,1751,27.0,77.20521538829446,77.20521538829446
Matteo Gabbia,1999-10-21,SerieA,Milan,Right,Italy,Center Backs,2152,0.08,0.0,0.08,0.08,0.0,0.0,0.17,0.0,0.05,0.05,0.01,0.05,0.54,3.09,0.08,0.59,0.17,28.6,0.14,0.5,11.3,0.0,0.08,0.04,0.04,55.04,60.35,91.2,1121.28,323.36,14.47,15.31,94.5,34.54,35.92,96.2,5.69,7.99,71.2,0.01,0.08,3.43,0.13,0.04,58.42,1.76,1.46,0.0,0.46,0.08,0.17,0.0,0.0,0.0,0.0,0.17,0.25,0.92,0.67,0.13,0.0,0.04,0.04,0.04,0.13,0.04,0.0,0.0,0.04,0.0,0.04,0.88,0.63,0.54,0.29,0.04,0.33,0.42,80.0,0.08,1.05,0.79,0.63,1.51,4.31,0.04,68.38,7.86,35.0,31.74,1.71,0.88,68.38,0.04,0.04,100.0,0.0,0.0,42.78,196.81,103.76,0.21,0.0,0.21,0.04,50.77,0.0,0.84,0.25,0.04,0.04,0.0,0.0,2.89,1.97,1.51,56.6,1787,26.0,77.3572609204881,77.3572609204881
Strahinja Pavlović,2001-05-24,SerieA,Milan,Left,Serbia,Center Backs,1864,0.1,0.05,0.14,0.1,0.0,0.0,0.14,0.05,0.09,0.09,0.05,0.14,1.93,4.54,0.48,0.82,0.39,47.1,0.12,0.25,15.7,0.05,0.11,0.01,0.01,58.33,66.1,88.2,1019.74,376.61,23.85,24.96,95.6,30.18,32.78,92.0,3.62,6.66,54.3,0.02,0.29,4.73,0.24,0.05,62.04,3.86,1.69,0.0,0.1,0.48,0.34,0.0,0.0,0.0,0.0,0.19,0.63,1.4,1.16,0.0,0.0,0.1,0.14,0.0,0.14,0.05,0.0,0.0,0.05,0.05,0.0,2.51,1.5,1.55,0.92,0.05,1.4,2.41,58.0,1.01,0.82,0.29,0.77,3.28,3.96,0.0,76.72,6.9,36.6,36.07,4.68,0.87,76.72,0.58,0.19,33.3,0.19,33.3,50.02,283.04,176.81,1.4,0.0,0.87,0.19,55.38,0.0,0.97,0.87,0.1,0.05,0.0,0.0,3.24,2.17,1.01,68.2,1787,24.0,77.15287224577266,78.58739659823229
Jhon Lucumí,1998-06-26,SerieA,Bologna,Left,Colombia,Center Backs,2614,0.0,0.03,0.03,0.0,0.0,0.0,0.28,0.03,0.02,0.02,0.01,0.03,1.17,3.72,0.24,0.45,0.07,15.4,0.0,0.0,11.0,0.0,0.05,-0.02,-0.02,64.01,70.24,91.1,1229.87,375.87,22.55,23.89,94.4,33.43,35.02,95.5,7.13,9.81,72.6,0.02,0.28,3.86,0.0,0.0,66.21,3.89,2.38,0.0,0.55,0.14,0.21,0.0,0.0,0.0,0.0,0.14,0.24,1.17,1.07,0.0,0.0,0.07,0.0,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.82,1.03,0.79,1.0,0.03,1.0,1.41,70.7,0.41,1.1,0.48,0.9,2.72,3.03,0.24,78.98,6.71,30.51,45.79,3.34,0.76,78.98,0.48,0.34,71.4,0.07,14.3,50.41,268.04,142.61,0.79,0.0,0.45,0.14,53.61,0.0,0.76,0.55,0.0,0.0,0.03,0.0,6.06,1.55,1.55,50.0,1751,27.0,77.41454646962347,77.41454646962347
Marc-Oliver Kempf,1995-01-28,SerieA,Como,Left,Germany,Center Backs,2615,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.06,0.06,0.04,0.09,0.59,2.93,0.14,0.69,0.14,20.0,0.0,0.0,10.8,0.0,0.08,-0.06,-0.06,51.56,59.13,87.2,908.98,340.45,21.99,23.75,92.6,24.64,26.4,93.4,4.13,7.23,57.1,0.04,0.34,3.99,0.31,0.03,54.45,4.37,2.03,0.1,0.48,0.14,0.41,0.0,0.0,0.0,0.0,0.31,0.41,1.17,1.0,0.0,0.0,0.17,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.03,0.69,0.52,0.48,0.03,0.45,0.83,54.2,0.38,1.2,0.89,1.14,2.17,4.68,0.14,69.18,10.5,34.55,32.08,2.93,0.89,69.18,0.17,0.14,80.0,0.03,20.0,39.1,182.07,93.03,0.28,0.03,0.41,0.17,45.19,0.03,0.72,0.69,0.0,0.0,0.0,0.0,3.65,3.72,1.34,73.5,1648,30.0,74.5227705270268,74.5227705270268
Edoardo Goldaniga,1993-11-02,SerieA,Como,Right,Italy,Center Backs,2532,0.04,0.0,0.04,0.04,0.0,0.0,0.43,0.04,0.09,0.09,0.01,0.1,0.71,2.88,0.28,0.43,0.18,41.7,0.08,0.2,9.3,0.0,0.21,-0.05,-0.05,46.56,53.92,86.4,858.95,328.68,17.63,18.66,94.5,24.24,26.41,91.8,3.8,7.04,54.0,0.01,0.14,2.84,0.21,0.04,48.55,5.15,2.24,0.0,0.46,0.32,2.06,0.0,0.0,0.0,0.0,0.21,0.36,0.89,0.64,0.07,0.0,0.18,0.0,0.0,0.11,0.07,0.0,0.0,0.04,0.0,0.0,1.21,0.75,0.75,0.28,0.18,0.46,0.64,72.2,0.18,0.75,0.36,1.17,2.38,3.63,0.11,62.45,5.47,30.14,28.44,4.16,0.89,62.45,0.25,0.11,42.9,0.14,57.1,35.83,187.46,96.36,0.57,0.0,0.36,0.28,42.26,0.04,1.56,1.28,0.14,0.0,0.0,0.0,2.63,1.85,1.24,59.8,1648,32.0,74.36631260334605,74.36631260334605
Guillermo Maripán,1994-05-06,SerieA,Torino,Right,Chile,Center Backs,2340,0.04,0.04,0.08,0.04,0.0,0.0,0.15,0.04,0.03,0.03,0.04,0.08,0.54,3.69,0.35,0.46,0.19,41.7,0.08,0.2,12.8,0.0,0.08,0.0,0.0,44.27,51.27,86.3,907.88,318.35,11.42,13.23,86.3,27.85,29.69,93.8,4.85,7.35,66.0,0.03,0.19,3.04,0.19,0.0,49.46,1.62,1.42,0.08,0.23,0.08,0.15,0.0,0.0,0.0,0.0,0.19,0.35,0.73,0.58,0.04,0.0,0.12,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.54,0.88,0.96,0.54,0.04,0.81,1.27,63.6,0.46,1.04,0.5,1.58,3.12,5.31,0.04,62.92,6.12,29.62,31.62,2.15,0.88,62.92,0.31,0.08,25.0,0.23,75.0,37.0,181.31,97.62,0.42,0.08,0.73,0.19,40.15,0.0,1.12,0.31,0.04,0.0,0.0,0.0,3.46,2.77,1.81,60.5,1675,31.0,75.43698876794039,75.43698876794039
Adam Masina,1994-01-02,SerieA,Torino,Left,Morocco,Center Backs,1919,0.05,0.09,0.14,0.05,0.0,0.0,0.23,0.0,0.03,0.03,0.01,0.05,0.7,3.42,0.47,0.38,0.09,25.0,0.13,0.5,14.6,0.0,0.09,0.01,0.01,49.99,59.42,84.1,936.68,330.88,18.38,20.07,91.6,26.22,29.55,88.7,4.97,8.68,57.3,0.03,0.19,3.38,0.28,0.09,56.19,3.1,1.27,0.05,0.38,0.66,1.17,0.0,0.0,0.0,0.0,0.14,0.19,0.98,0.8,0.0,0.09,0.0,0.05,0.05,0.19,0.09,0.0,0.05,0.0,0.05,0.0,1.55,0.7,1.03,0.47,0.05,1.08,1.88,57.5,0.8,1.31,0.7,1.27,2.81,4.46,0.09,70.44,8.77,30.95,36.02,3.75,0.56,70.44,0.56,0.28,50.0,0.28,50.0,40.01,183.24,99.47,0.42,0.05,0.56,0.38,45.54,0.0,1.08,0.84,0.09,0.05,0.0,0.0,4.13,3.1,1.08,74.2,1675,31.0,75.68740452923996,75.68740452923996
Sebastian Walukiewicz,2000-04-05,SerieA,Torino,Right,Poland,Center Backs,1841,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.02,0.02,0.02,0.04,1.32,4.3,1.66,0.29,0.05,16.7,0.0,0.0,20.5,0.0,0.07,-0.02,-0.02,39.55,48.89,80.9,680.6,239.93,17.99,20.39,88.2,17.31,20.92,82.7,3.52,5.62,62.6,0.03,0.24,3.91,0.73,0.24,43.12,5.52,0.78,0.0,0.2,1.27,4.74,0.0,0.0,0.0,0.0,0.24,0.64,0.98,0.93,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.91,0.98,0.93,0.78,0.2,1.12,1.56,71.9,0.44,1.17,0.54,0.93,2.84,3.67,0.0,58.76,4.11,19.36,30.85,9.14,0.44,58.76,1.08,0.29,27.3,0.68,63.6,28.79,141.23,77.34,0.64,0.0,0.54,0.24,35.54,0.0,1.61,0.34,0.05,0.0,0.0,0.0,2.84,1.37,1.91,41.8,1675,25.0,74.74096055942921,74.74096055942921
Jaka Bijol,1999-02-05,SerieA,Udinese,Right,Slovenia,Center Backs,2963,0.03,0.0,0.03,0.03,0.0,0.0,0.39,0.03,0.06,0.06,0.02,0.08,0.67,2.98,0.3,0.58,0.18,31.6,0.05,0.17,11.8,0.0,0.1,-0.03,-0.03,43.5,52.0,83.6,925.06,323.95,11.27,12.97,86.9,25.58,27.64,92.5,6.32,10.3,61.4,0.02,0.36,3.31,0.24,0.06,49.88,2.0,1.25,0.06,0.36,0.09,0.12,0.0,0.0,0.0,0.0,0.12,0.18,0.91,0.79,0.03,0.0,0.09,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,1.31,0.76,0.97,0.3,0.03,0.64,1.22,52.5,0.58,1.15,0.55,1.15,2.46,5.53,0.03,63.27,8.02,32.11,29.13,2.61,1.49,63.27,0.09,0.06,66.7,0.03,33.3,36.78,217.15,130.37,0.36,0.03,0.52,0.06,40.67,0.03,1.49,0.24,0.06,0.0,0.03,0.03,3.07,3.31,1.58,67.7,1620,26.0,74.42784012798698,74.42784012798698
Oumar Solet,2000-02-07,SerieA,Udinese,Right,France,Center Backs,1672,0.05,0.11,0.16,0.05,0.0,0.0,0.16,0.05,0.04,0.04,0.06,0.11,1.08,3.5,0.32,0.65,0.38,58.3,0.08,0.14,21.5,0.05,0.06,0.01,0.01,52.86,59.75,88.5,1031.45,286.31,20.19,21.42,94.2,23.58,25.51,92.4,8.72,11.36,76.8,0.04,0.92,2.91,0.48,0.11,55.33,4.2,1.67,0.16,0.43,0.48,0.11,0.0,0.0,0.0,0.0,0.22,0.43,1.78,1.45,0.05,0.22,0.0,0.0,0.05,0.16,0.05,0.0,0.11,0.0,0.0,0.0,1.78,1.02,0.97,0.7,0.11,1.13,1.61,70.0,0.48,1.72,1.02,0.92,2.69,4.2,0.22,71.32,9.42,32.78,34.02,5.44,0.81,71.32,1.67,1.35,80.6,0.27,16.1,43.39,219.4,117.67,0.75,0.11,0.92,0.59,47.05,0.05,0.92,0.75,0.0,0.0,0.0,0.0,4.95,1.08,1.08,50.0,1620,25.0,75.02545723860342,75.02545723860342
Christian Kabasele,1991-02-24,SerieA,Udinese,Right,Belgium,Center Backs,1161,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.12,0.12,0.03,0.15,0.7,3.41,0.54,1.16,0.31,26.7,0.13,0.5,12.1,0.0,0.1,0.04,0.04,37.29,43.72,85.3,723.88,255.19,12.79,13.95,91.7,18.29,20.47,89.4,5.43,7.91,68.6,0.04,0.47,3.41,0.08,0.0,41.55,2.17,1.24,0.0,0.39,0.16,0.47,0.0,0.0,0.0,0.0,0.0,0.23,0.93,0.54,0.0,0.08,0.23,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.7,0.78,0.54,0.0,0.85,1.09,78.6,0.23,1.09,0.62,1.09,2.4,5.81,0.08,55.43,7.83,26.12,25.43,3.95,1.78,55.43,0.08,0.08,100.0,0.0,0.0,30.47,149.61,79.07,0.54,0.0,0.7,0.23,33.95,0.0,1.55,1.24,0.0,0.0,0.16,0.0,2.56,2.71,1.55,63.6,1620,34.0,74.53854347190274,74.53854347190274
Lautaro Gianetti,1993-11-13,SerieA,Udinese,Right,Argentina,Center Backs,878,0.1,0.0,0.1,0.1,0.0,0.0,0.41,0.0,0.01,0.0,0.01,0.01,0.0,1.95,0.31,0.21,0.21,100.0,0.5,0.5,13.9,0.0,0.0,0.09,0.1,32.49,39.36,82.6,593.41,209.01,10.97,12.1,90.7,17.53,20.71,84.7,3.18,5.23,60.8,0.03,0.21,1.33,0.21,0.0,34.85,4.51,1.95,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.1,0.41,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,1.03,1.64,0.51,0.1,1.44,2.05,70.0,0.62,2.05,1.03,1.54,3.79,5.02,0.1,51.15,10.66,29.52,19.99,1.85,0.82,51.15,0.21,0.0,0.0,0.21,100.0,21.22,88.15,27.27,0.1,0.1,0.21,0.0,26.24,0.0,0.72,0.0,0.0,0.0,0.1,0.21,2.87,3.08,1.23,71.4,1620,32.0,70.95329858466279,70.95329858466279
Johan Vásquez,1998-10-22,SerieA,Genoa,Left,Mexico,Center Backs,3041,0.09,0.0,0.09,0.09,0.0,0.0,0.27,0.0,0.07,0.07,0.01,0.08,1.1,2.84,0.36,1.07,0.24,22.2,0.08,0.38,16.4,0.03,0.07,0.02,0.02,44.13,52.09,84.7,842.58,266.3,13.61,15.24,89.3,26.46,28.26,93.6,3.55,6.95,51.1,0.01,0.21,2.25,0.18,0.06,49.16,2.84,2.07,0.0,0.12,0.21,0.21,0.0,0.0,0.0,0.0,0.09,0.56,0.74,0.53,0.03,0.0,0.09,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.92,0.71,0.8,0.15,0.77,1.3,59.1,0.53,1.75,0.92,1.48,3.14,4.44,0.03,64.81,9.0,32.56,28.74,3.79,1.36,64.81,0.21,0.15,71.4,0.06,28.6,35.57,193.58,101.66,0.62,0.06,0.71,0.15,41.05,0.0,0.92,0.95,0.03,0.03,0.03,0.0,3.61,2.75,2.22,55.4,1664,27.0,75.38028458614276,75.38028458614276
Mattia Bani,1993-12-10,SerieA,Genoa,Right,Italy,Center Backs,1507,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.07,0.01,0.08,0.36,1.49,0.18,0.48,0.18,37.5,0.0,0.0,9.2,0.0,0.15,-0.07,-0.07,45.87,52.5,87.4,926.64,327.87,12.24,13.44,91.1,28.01,30.04,93.2,5.26,8.12,64.7,0.01,0.12,1.08,0.12,0.06,50.4,1.91,1.79,0.0,0.18,0.24,0.06,0.0,0.0,0.0,0.0,0.18,0.3,0.42,0.36,0.0,0.0,0.06,0.0,0.0,0.12,0.06,0.0,0.0,0.06,0.0,0.0,1.13,0.6,0.66,0.36,0.12,0.42,0.66,63.6,0.24,0.78,0.48,1.31,2.45,5.08,0.12,62.59,10.75,41.15,20.31,1.43,0.6,62.59,0.3,0.12,40.0,0.0,0.0,33.32,138.37,60.5,0.06,0.0,0.24,0.18,41.75,0.0,0.42,0.66,0.06,0.0,0.0,0.0,3.58,1.31,1.37,48.9,1664,32.0,74.29704740272543,74.29704740272543
Alan Matturro,2004-10-11,SerieA,Genoa,Left,Uruguay,Center Backs,900,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.02,0.04,1.2,1.5,0.9,0.4,0.3,75.0,0.0,0.0,15.2,0.0,0.05,-0.02,-0.02,28.0,35.9,78.0,563.7,180.6,7.2,8.9,80.9,18.1,20.5,88.3,2.5,5.0,50.0,0.03,0.3,1.0,0.4,0.2,32.5,3.3,0.4,0.0,0.1,0.8,2.8,0.0,0.0,0.0,0.0,0.1,0.7,0.9,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,0.6,0.5,0.0,0.3,1.4,21.4,1.1,1.0,0.3,1.4,2.5,3.8,0.0,45.8,5.1,24.3,17.0,4.7,0.9,45.8,0.5,0.3,60.0,0.2,40.0,21.8,120.7,64.6,0.5,0.1,0.6,0.3,26.0,0.0,1.0,0.5,0.2,0.0,0.1,0.0,2.6,1.6,1.6,50.0,1664,21.0,71.11026904012952,75.27781258496535
Diego Coppola,2003-12-28,SerieA,Verona,Right,Italy,Center Backs,2927,0.06,0.0,0.06,0.06,0.0,0.0,0.31,0.0,0.02,0.02,0.0,0.02,0.12,1.48,0.09,0.31,0.12,40.0,0.2,0.5,9.1,0.0,0.07,0.04,0.04,28.29,34.9,81.1,559.19,199.43,7.47,9.01,82.9,18.3,19.8,92.4,2.34,4.95,47.2,0.01,0.09,0.98,0.0,0.0,34.41,0.34,0.34,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.31,0.28,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,2.03,1.11,1.48,0.43,0.12,0.86,1.23,70.0,0.37,1.35,0.74,2.21,4.24,5.97,0.06,48.46,5.69,25.8,21.77,1.23,0.71,48.46,0.15,0.03,20.0,0.12,80.0,23.03,113.98,43.63,0.12,0.0,0.31,0.15,24.38,0.0,1.35,0.0,0.0,0.0,0.0,0.0,2.74,4.09,2.21,64.9,1595,21.0,73.26378360986804,76.90523758891345
Giangiacomo Magnani,1995-10-04,SerieA,Palermo,Right,Italy,Center Backs,1065,0.08,0.0,0.08,0.08,0.0,0.0,0.17,0.0,0.09,0.09,0.0,0.1,0.34,2.62,0.59,0.93,0.17,18.2,0.09,0.5,10.7,0.0,0.1,-0.01,-0.01,26.79,33.21,80.7,536.45,191.75,8.45,10.06,84.0,15.55,16.99,91.5,2.7,5.66,47.8,0.01,0.08,1.86,0.0,0.0,31.52,1.61,1.18,0.0,0.17,0.17,0.42,0.0,0.0,0.0,0.0,0.08,0.17,0.34,0.17,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.27,1.18,0.51,0.0,0.59,0.59,100.0,0.0,1.35,0.76,1.44,3.13,6.17,0.08,45.63,6.93,23.32,20.28,2.54,1.18,45.63,0.34,0.08,25.0,0.25,75.0,21.21,88.9,43.61,0.51,0.0,0.34,0.08,23.15,0.0,0.68,0.93,0.0,0.0,0.0,0.0,3.21,2.45,1.52,61.7,1603,30.0,72.85998807712667,72.85998807712667
Flavius Daniliuc,2001-04-27,SerieA,Verona,Right,Austria,Center Backs,1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.72,3.41,0.72,0.27,0.09,33.3,0.0,0.0,18.0,0.0,0.04,-0.01,-0.01,33.62,40.25,83.5,531.66,248.93,17.21,18.74,91.9,14.16,16.23,87.3,1.79,3.76,47.6,0.01,0.18,2.51,0.27,0.09,35.32,4.93,0.72,0.09,0.0,0.54,4.21,0.0,0.0,0.0,0.0,0.0,0.63,0.99,0.9,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.88,1.26,0.81,0.27,1.34,2.15,62.5,0.81,0.9,0.27,0.63,2.96,2.42,0.0,48.23,3.23,18.91,24.92,5.02,0.9,48.23,0.63,0.36,57.1,0.27,42.9,25.55,116.71,60.15,0.36,0.0,0.63,0.36,27.43,0.0,1.08,0.18,0.0,0.0,0.0,0.0,3.94,1.61,1.52,51.4,1595,24.0,73.30057093366652,73.30057093366652
Sebastiano Luperto,1996-09-06,SerieA,Cagliari,Left,Italy,Center Backs,3240,0.03,0.08,0.11,0.03,0.0,0.0,0.11,0.0,0.06,0.06,0.04,0.09,0.61,2.67,0.31,0.58,0.14,23.8,0.05,0.2,12.4,0.0,0.1,-0.03,-0.03,36.53,43.56,83.9,685.42,228.72,12.0,13.06,91.9,21.61,23.78,90.9,2.64,5.75,45.9,0.02,0.22,2.42,0.17,0.03,41.44,1.89,1.28,0.03,0.06,0.22,0.19,0.0,0.0,0.0,0.0,0.22,0.33,0.83,0.64,0.0,0.0,0.17,0.03,0.0,0.14,0.06,0.0,0.0,0.06,0.03,0.0,1.33,0.75,0.86,0.44,0.03,0.5,0.78,64.3,0.28,0.83,0.42,0.92,2.25,4.47,0.03,53.14,6.97,29.58,21.58,2.25,0.81,53.14,0.17,0.03,16.7,0.11,66.7,29.44,136.75,70.53,0.42,0.06,0.33,0.08,33.06,0.0,0.64,0.56,0.03,0.0,0.03,0.0,3.86,1.69,1.5,53.0,1602,29.0,75.19075709936607,75.19075709936607
Yerry Mina,1994-09-23,SerieA,Cagliari,Right,Colombia,Center Backs,2569,0.04,0.0,0.04,0.04,0.0,0.0,0.21,0.04,0.08,0.08,0.01,0.09,0.6,2.66,0.32,0.91,0.28,30.8,0.04,0.13,11.2,0.0,0.09,-0.05,-0.05,41.97,48.84,85.9,771.36,293.44,15.8,17.41,90.7,22.49,24.7,91.1,3.19,5.5,58.0,0.02,0.14,2.21,0.21,0.04,46.0,2.73,2.35,0.04,0.07,0.04,0.21,0.0,0.0,0.0,0.0,0.11,0.28,0.91,0.77,0.0,0.0,0.14,0.0,0.0,0.07,0.04,0.0,0.0,0.04,0.0,0.0,2.31,1.12,1.51,0.74,0.07,1.4,1.82,76.9,0.42,2.07,1.23,1.3,3.61,5.71,0.11,62.95,11.63,36.68,24.03,3.12,1.51,62.95,0.28,0.11,37.5,0.07,25.0,33.21,170.19,95.89,0.39,0.0,0.7,0.46,33.95,0.04,1.4,2.03,0.07,0.0,0.0,0.0,5.54,3.29,1.75,65.3,1602,31.0,73.43991657562195,73.43991657562195
José Luis Palomino,1990-01-05,SerieA,Cagliari,Left,Argentina,Center Backs,1081,0.08,0.0,0.08,0.08,0.0,0.0,0.25,0.0,0.04,0.04,0.0,0.04,0.33,2.91,0.08,0.17,0.08,50.0,0.5,1.0,4.6,0.0,0.24,0.04,0.04,42.29,48.79,86.7,803.92,305.3,14.32,15.57,92.0,23.06,24.89,92.6,4.08,6.41,63.6,0.02,0.08,2.66,0.17,0.0,45.21,3.41,1.33,0.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.17,0.42,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.25,1.25,1.33,0.75,0.17,1.25,1.75,71.4,0.5,1.75,0.92,1.83,4.08,3.83,0.0,58.86,8.41,34.72,22.06,2.58,0.42,58.86,0.08,0.0,0.0,0.08,100.0,31.97,143.53,61.19,0.33,0.0,0.25,0.08,35.13,0.0,0.92,0.17,0.0,0.0,0.08,0.0,4.16,1.33,1.0,57.1,1602,35.0,73.92877386612565,73.92877386612565
Lautaro Valenti,1999-01-14,SerieA,Parma,Left,Argentina,Center Backs,1556,0.06,0.0,0.06,0.06,0.0,0.0,0.35,0.06,0.01,0.01,0.01,0.02,0.17,1.62,0.17,0.4,0.12,28.6,0.14,0.5,22.1,0.0,0.04,0.05,0.05,40.55,48.01,84.5,788.43,241.83,12.55,13.53,92.7,23.54,25.33,92.9,4.11,8.04,51.1,0.01,0.23,1.5,0.17,0.06,43.5,4.4,2.08,0.0,0.06,0.12,0.23,0.0,0.0,0.0,0.0,0.12,0.35,0.64,0.46,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.69,0.75,0.17,0.06,0.4,0.52,77.8,0.12,1.5,0.75,0.75,1.74,5.44,0.06,58.48,9.31,32.33,24.41,1.79,0.69,58.48,0.06,0.0,0.0,0.06,100.0,32.16,125.22,54.49,0.12,0.06,0.52,0.0,36.38,0.06,1.39,0.4,0.0,0.0,0.0,0.0,2.78,1.39,1.21,53.3,1603,26.0,72.00940183487782,72.00940183487782
